,Unnamed: 0.1,Unnamed: 0,date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
14160,14160,14160,2020-06-28,UT,167.0,,0,,1396.0,1396.0,289.0,31,389.0,83.0,319889.0,5454,,,374419.0,167.0,,21100.0,,472,0,,28.0,,27.0,24222.0,11931.0,,0,398641.0,7442,,158.0,,138.0,341740.0,5892,398641.0,7442
14161,14161,14161,2020-06-28,VA,1732.0,1628.0,8,104.0,6136.0,6136.0,818.0,16,,235.0,,0,,,,,107.0,61736.0,59071.0,489,0,4236.0,142.0,,,73198.0,,636714.0,10692,636714.0,10692,76475.0,239.0,,,,0,,0
14162,14162,14162,2020-06-28,VI,6.0,,0,,,,,0,,,2746.0,0,,,,,,81.0,,0,0,,,,,,71.0,,0,2827.0,0,,,,,2858.0,0,,0
14163,14163,14163,2020-06-28,VT,56.0,56.0,0,,,,15.0,0,,,60879.0,1167,,,,,,1204.0,1204.0,3,0,,,,,,946.0,,0,74536.0,1541,,,,,62083.0,1170,74536.0,1541
14164,14164,14164,2020-06-28,WA,1310.0,1310.0,6,,4240.0,4240.0,400.0,46,,,,0,,,,,58.0,33921.0,33916.0,626,0,,,,,,,644439.0,4854,644439.0,4854,,,,,525802.0,11374,,0
14165,14165,14165,2020-06-28,WI,777.0,777.0,0,,3393.0,3393.0,251.0,11,746.0,93.0,521747.0,6024,,,,,,30707.0,27743.0,480,0,,,,,,21953.0,674035.0,12922,674035.0,12922,,,,,549490.0,6481,,0
14166,14166,14166,2020-06-28,WV,93.0,,0,,,,32.0,0,,10.0,,0,,,,,4.0,2817.0,2723.0,56,0,,,,,,2062.0,,0,165283.0,2320,9584.0,,,,,0,165283.0,2320
14167,14167,14167,2020-06-28,WY,20.0,,0,,112.0,112.0,5.0,1,,,30406.0,0,,,45354.0,,,1417.0,1121.0,25,0,,,,,1332.0,1057.0,,0,46686.0,209,,,,,31485.0,0,46686.0,209
14168,14168,14168,2020-06-27,AK,14.0,14.0,0,,67.0,67.0,11.0,0,,,,0,,,,,1.0,858.0,,19,0,,,,,,521.0,,0,105581.0,3789,,,,,,0,105581.0,3789
14169,14169,14169,2020-06-27,AL,919.0,898.0,12,21.0,2697.0,2697.0,655.0,44,789.0,,348943.0,4803,,,,453.0,,35083.0,34605.0,900,0,,,,,,18866.0,,0,384026.0,6169,,,,,384026.0,6169,,0
14170,14170,14170,2020-06-27,AR,249.0,,9,,1337.0,1337.0,284.0,37,,,265225.0,5907,,,,206.0,63.0,18740.0,18740.0,678,0,,,,,,12784.0,,0,283965.0,6585,,,,,,0,283965.0,6585
14171,14171,14171,2020-06-27,AS,0.0,,0,,,,,0,,,696.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,696.0,0,,,,,,0,696.0,0
14172,14172,14172,2020-06-27,AZ,1579.0,1479.0,44,100.0,4595.0,4595.0,2577.0,81,,657.0,424696.0,11421,,,,,433.0,70051.0,69641.0,3503,0,,,,,,,,0,709826.0,23684,194641.0,,162440.0,,494337.0,15007,709826.0,23684
14173,14173,14173,2020-06-27,CA,5872.0,,60,,,,5790.0,0,,1562.0,,0,,,,,,206433.0,206433.0,5972,0,,,,,,,,0,3862310.0,90996,,,,,,0,3862310.0,90996
14174,14174,14174,2020-06-27,CO,1674.0,1343.0,1,331.0,5399.0,5399.0,235.0,7,,,281689.0,5902,97025.0,,,,,32022.0,29194.0,226,0,6858.0,,,,,,375696.0,8521,375696.0,8521,103883.0,,,,310883.0,6124,,0
14175,14175,14175,2020-06-27,CT,4311.0,3443.0,4,868.0,10268.0,10268.0,106.0,0,,,,0,,,424169.0,,,46206.0,44225.0,147,0,,,,,57215.0,8053.0,,0,482865.0,11201,,,,,,0,482865.0,11201
14176,14176,14176,2020-06-27,DC,548.0,,2,,,,136.0,0,,43.0,,0,,,,,26.0,10216.0,,31,0,,,,,,1194.0,89271.0,1148,89271.0,1148,,,,,69699.0,1031,,0
14177,14177,14177,2020-06-27,DE,507.0,449.0,0,58.0,,,83.0,0,,15.0,93171.0,2088,,,,,,11091.0,10047.0,74,0,,,,,13798.0,6665.0,132268.0,4980,132268.0,4980,,,,,104262.0,2162,,0
14178,14178,14178,2020-06-27,FL,3489.0,3489.0,25,,14432.0,14432.0,,151,,,1696980.0,51055,,226699.0,2010839.0,,,130145.0,,9534,0,,,9575.0,,171768.0,,1979724.0,71204,1979724.0,71204,,,236304.0,,1830791.0,60710,2186400.0,79352
14179,14179,14179,2020-06-27,GA,2776.0,,6,,10689.0,10689.0,1178.0,84,2261.0,,,0,,,,,,74985.0,74985.0,1990,0,8367.0,,,,68570.0,,,0,789337.0,18785,152220.0,,,,,0,789337.0,18785
14180,14180,14180,2020-06-27,GU,5.0,,0,,,,1.0,0,,,11903.0,259,,,,,,248.0,240.0,0,0,2.0,,,,,179.0,,0,12151.0,259,125.0,,,,,0,11523.0,0
14181,14181,14181,2020-06-27,HI,17.0,17.0,0,,109.0,109.0,,0,,,73435.0,1280,,,,,,866.0,,16,0,,,,,828.0,705.0,86000.0,1630,86000.0,1630,,,,,74301.0,1296,86464.0,1554
14182,14182,14182,2020-06-27,IA,704.0,,0,,,,131.0,0,,40.0,261740.0,5783,,29466.0,,,22.0,28012.0,28012.0,326,0,,,2271.0,,,17467.0,,0,289752.0,6109,,,31769.0,,290171.0,6125,,0
14183,14183,14183,2020-06-27,ID,90.0,70.0,0,20.0,309.0,309.0,42.0,6,108.0,19.0,78908.0,1403,,,,,,5148.0,4629.0,283,0,,,,,,3827.0,,0,83537.0,1666,,,,,83537.0,1666,,0
14184,14184,14184,2020-06-27,IL,7074.0,6873.0,26,201.0,,,1516.0,0,,400.0,,0,,,,,225.0,142130.0,141077.0,786,0,,,,,,,,0,1521189.0,30237,,,,,,0,1521189.0,30237
14185,14185,14185,2020-06-27,IN,2616.0,2424.0,21,192.0,6982.0,6982.0,595.0,38,1461.0,257.0,418442.0,8692,,,,,82.0,44575.0,,435,0,,,,,46660.0,,,0,593997.0,12788,,,,,463017.0,9127,593997.0,12788
14186,14186,14186,2020-06-27,KS,264.0,,0,,1128.0,1128.0,,0,356.0,,154321.0,0,,,,152.0,,13538.0,,0,0,,,,,,,,0,167859.0,0,,,,,167548.0,0,,0
14187,14187,14187,2020-06-27,KY,553.0,550.0,0,3.0,2589.0,2589.0,387.0,0,996.0,74.0,,0,,,,,,14859.0,14401.0,0,0,,,,,,3730.0,,0,350296.0,0,33340.0,,,,,0,350296.0,0
14188,14188,14188,2020-06-27,LA,3190.0,3077.0,0,113.0,,,700.0,0,,,623237.0,0,,,,,73.0,54769.0,54769.0,0,0,,,,,,39792.0,,0,678006.0,0,,,,,,0,678006.0,0
14189,14189,14189,2020-06-27,MA,8041.0,7841.0,28,200.0,11310.0,11310.0,769.0,19,,143.0,717899.0,11884,,,,,90.0,108443.0,103376.0,373,0,,,,,136818.0,93157.0,,0,1065078.0,7836,,,69826.0,,821275.0,12189,1065078.0,7836
14190,14190,14190,2020-06-27,MD,3157.0,3030.0,15,127.0,10751.0,10751.0,478.0,26,,181.0,447366.0,7084,,,,,,66450.0,66450.0,335,0,,,,,77264.0,4935.0,,0,618237.0,10414,,,,,513816.0,7419,618237.0,10414
14191,14191,14191,2020-06-27,ME,104.0,103.0,1,1.0,345.0,345.0,24.0,2,,7.0,,0,6943.0,,,,5.0,3154.0,2809.0,52,0,320.0,,,,3512.0,2566.0,,0,91807.0,2052,7271.0,,,,,0,91807.0,2052
14192,14192,14192,2020-06-27,MI,6153.0,5907.0,19,246.0,,,557.0,0,,193.0,,0,,,931142.0,,106.0,69679.0,63009.0,350,0,,,,,86713.0,51099.0,,0,1017855.0,19365,154909.0,,,,,0,1017855.0,19365
14193,14193,14193,2020-06-27,MN,1452.0,1417.0,6,35.0,3986.0,3986.0,300.0,20,1233.0,155.0,533874.0,11212,,,,,,35033.0,35033.0,417,0,,,,,,30401.0,568907.0,11629,568907.0,11629,,,,,,0,,0
14194,14194,14194,2020-06-27,MO,996.0,,6,,,,680.0,0,,,335029.0,6325,,39980.0,399926.0,,66.0,20261.0,20261.0,347,0,,,1506.0,,23527.0,,,0,424214.0,0,,,41486.0,,355290.0,6672,424214.0,0
14195,14195,14195,2020-06-27,MP,2.0,,0,,,,,0,,,8187.0,0,,,,,,30.0,30.0,0,0,,,,,,19.0,,0,8217.0,0,,,,,,0,8217.0,0
14196,14196,14196,2020-06-27,MS,1035.0,1018.0,13,17.0,3078.0,3078.0,731.0,34,,169.0,251790.0,4962,,,,,90.0,25531.0,25368.0,465,0,,,,,,17242.0,,0,277321.0,5427,11652.0,,,,,0,277158.0,5424
14197,14197,14197,2020-06-27,MT,22.0,,0,,95.0,95.0,9.0,0,,,,0,,,,,,852.0,,23,0,,,,,,604.0,,0,81247.0,1086,,,,,,0,81247.0,1086
14198,14198,14198,2020-06-27,NC,1312.0,1312.0,9,,,,888.0,0,,,,0,,,,,,60537.0,60537.0,1719,0,,,,,,,,0,822705.0,19149,,,,,,0,822705.0,19149
14199,14199,14199,2020-06-27,ND,87.0,,0,,225.0,225.0,23.0,3,,,99061.0,1596,4685.0,,,,,3453.0,3453.0,37,0,184.0,,,,,3119.0,170374.0,4085,170374.0,4085,4869.0,,,,100080.0,1553,173975.0,4161
14200,14200,14200,2020-06-27,NE,266.0,,6,,1312.0,1312.0,125.0,18,,,150074.0,3418,,,184781.0,,,18524.0,,178,0,,,,,22547.0,12698.0,,0,207925.0,6228,,,,,168800.0,3605,207925.0,6228
14201,14201,14201,2020-06-27,NH,367.0,,2,,562.0,562.0,35.0,1,162.0,,110392.0,1295,,,,,,5717.0,,46,0,,,,,,4401.0,,0,147282.0,5337,21628.0,,18713.0,,116109.0,1341,147282.0,5337
14202,14202,14202,2020-06-27,NJ,14855.0,13094.0,36,1761.0,19823.0,19823.0,1103.0,71,,236.0,1196377.0,20289,,,,,200.0,171762.0,170873.0,313,0,,,,,,,,0,1368139.0,20602,,,,,,0,1367250.0,20578
14203,14203,14203,2020-06-27,NM,491.0,,2,,1851.0,1851.0,122.0,23,,,,0,,,,,,11619.0,,211,0,,,,,,5251.0,,0,322959.0,2321,,,,,,0,322959.0,2321
14204,14204,14204,2020-06-27,NV,500.0,,2,,,,503.0,0,,117.0,246687.0,3265,,,,,66.0,16339.0,16339.0,479,0,,,,,,,330278.0,9806,330278.0,9806,,,,,261667.0,3736,301815.0,4180
14205,14205,14205,2020-06-27,NY,24830.0,,16,,,,908.0,0,,230.0,,0,,,,,167.0,391923.0,,703,0,,,,,,,3754579.0,73262,3754579.0,73262,,,,,,0,,0
14206,14206,14206,2020-06-27,OH,2804.0,2561.0,16,243.0,7624.0,7624.0,561.0,54,1916.0,190.0,,0,,,,,106.0,49455.0,45969.0,817,0,,,,,54054.0,,,0,773210.0,20752,,,,,,0,773210.0,20752
14207,14207,14207,2020-06-27,OK,384.0,,7,,1440.0,1440.0,329.0,47,,134.0,313021.0,14587,,,313021.0,,,12642.0,12642.0,299,0,1171.0,,,,13941.0,9155.0,,0,325663.0,14886,34490.0,,,,,0,327683.0,15229
14208,14208,14208,2020-06-27,OR,202.0,,5,,1022.0,1022.0,149.0,10,,53.0,209050.0,0,,,321612.0,,35.0,7818.0,,250,0,,,,,17201.0,2649.0,,0,338813.0,12576,,,,,216344.0,0,338813.0,12576
14209,14209,14209,2020-06-27,PA,6579.0,,0,,,,651.0,0,,,634711.0,0,,,,,126.0,84370.0,81956.0,0,0,,,,,,65808.0,882998.0,17481,882998.0,17481,,,,,716667.0,0,,0
14210,14210,14210,2020-06-27,PR,152.0,58.0,1,94.0,,,105.0,0,,10.0,113280.0,0,,,112331.0,,5.0,1602.0,1602.0,19,0,5464.0,,,,2326.0,,,0,114882.0,19,,,,,,0,114723.0,0
14211,14211,14211,2020-06-27,RI,927.0,,0,,1984.0,1984.0,91.0,0,,16.0,134300.0,1198,,,220557.0,,15.0,16813.0,,36,0,,,,,23961.0,,246628.0,2537,246628.0,2537,,,,,151113.0,1234,244518.0,3273
14212,14212,14212,2020-06-27,SC,711.0,707.0,17,4.0,2622.0,2622.0,908.0,0,,,319225.0,14889,34799.0,,310105.0,,,31939.0,31850.0,1604,0,1734.0,,,,40970.0,13456.0,,0,351164.0,16493,36533.0,,,,,0,351075.0,16877
14213,14213,14213,2020-06-27,SD,91.0,,3,,645.0,645.0,73.0,6,,,71474.0,994,,,,,,6626.0,,91,0,,,,,11372.0,5717.0,,0,89203.0,1441,,,,,78100.0,1085,89203.0,1441
14214,14214,14214,2020-06-27,TN,584.0,560.0,7,24.0,2564.0,2564.0,705.0,66,,,,0,,,701761.0,,,40172.0,39848.0,728,0,,,,,46468.0,26159.0,,0,748229.0,6492,,,,,,0,748229.0,6492
14215,14215,14215,2020-06-27,TX,2366.0,,42,,,,5523.0,0,,1684.0,,0,,,,,,143366.0,143366.0,5742,0,6918.0,1709.0,,,237339.0,78248.0,,0,2247759.0,86143,180835.0,9321.0,,,,0,2247759.0,86143
14216,14216,14216,2020-06-27,UT,167.0,,1,,1365.0,1365.0,287.0,44,388.0,77.0,314435.0,5911,,,367463.0,166.0,,20628.0,,578,0,,26.0,,25.0,23736.0,11658.0,,0,391199.0,7760,,156.0,,136.0,335848.0,6550,391199.0,7760
14217,14217,14217,2020-06-27,VA,1724.0,1620.0,24,104.0,6120.0,6120.0,819.0,49,,234.0,,0,,,,,103.0,61247.0,58611.0,677,0,4192.0,139.0,,,72567.0,,626022.0,10518,626022.0,10518,75057.0,236.0,,,,0,,0
14218,14218,14218,2020-06-27,VI,6.0,,0,,,,,0,,,2746.0,41,,,,,,81.0,,0,0,,,,,,71.0,,0,2827.0,41,,,,,2858.0,60,,0
14219,14219,14219,2020-06-27,VT,56.0,56.0,0,,,,14.0,0,,,59712.0,1118,,,,,,1201.0,1201.0,2,0,,,,,,946.0,,0,72995.0,1464,,,,,60913.0,1120,72995.0,1464
14220,14220,14220,2020-06-27,WA,1304.0,1304.0,4,,4194.0,4194.0,386.0,88,,,,0,,,,,50.0,33295.0,33292.0,661,0,,,,,,,639585.0,8678,639585.0,8678,,,,,514428.0,8633,,0
14221,14221,14221,2020-06-27,WI,777.0,777.0,11,,3382.0,3382.0,248.0,31,746.0,92.0,515723.0,8555,,,,,,30227.0,27286.0,559,0,,,,,,21606.0,661113.0,14722,661113.0,14722,,,,,543009.0,9094,,0
14222,14222,14222,2020-06-27,WV,93.0,,1,,,,33.0,0,,10.0,,0,,,,,4.0,2761.0,2699.0,49,0,,,,,,2042.0,,0,162963.0,2896,9243.0,,,,,0,162963.0,2896
14223,14223,14223,2020-06-27,WY,20.0,,0,,111.0,111.0,5.0,-1,,,30406.0,0,,,45155.0,,,1392.0,1097.0,24,0,,,,,1322.0,1054.0,,0,46477.0,244,,,,,31485.0,0,46477.0,244
14224,14224,14224,2020-06-26,AK,14.0,14.0,2,,67.0,67.0,12.0,0,,,,0,,,,,2.0,839.0,,18,0,,,,,,519.0,,0,101792.0,2340,,,,,,0,101792.0,2340
14225,14225,14225,2020-06-26,AL,907.0,887.0,11,20.0,2653.0,2653.0,668.0,41,772.0,,344140.0,7888,,,,450.0,,34183.0,33717.0,977,0,,,,,,18866.0,,0,377857.0,8852,,,,,377857.0,8852,,0
14226,14226,14226,2020-06-26,AR,240.0,,0,,1300.0,1300.0,284.0,55,,,259318.0,0,,,,203.0,61.0,18062.0,18740.0,0,0,,,,,,12127.0,,0,277380.0,0,,,,,,0,277380.0,0
14227,14227,14227,2020-06-26,AS,0.0,,0,,,,,0,,,696.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,696.0,0,,,,,,0,696.0,0
14228,14228,14228,2020-06-26,AZ,1535.0,1435.0,45,100.0,4514.0,4514.0,2110.0,108,,581.0,413275.0,12109,,,,,312.0,66548.0,66055.0,3518,0,,,,,,,,0,686142.0,23669,190579.0,,157620.0,,479330.0,15530,686142.0,23669
14229,14229,14229,2020-06-26,CA,5812.0,,79,,,,5639.0,0,,1570.0,,0,,,,,,200461.0,200461.0,4890,0,,,,,,,,0,3771314.0,76969,,,,,,0,3771314.0,76969
14230,14230,14230,2020-06-26,CO,1673.0,1342.0,4,331.0,5392.0,5392.0,226.0,6,,,275787.0,4689,95693.0,,,,,31796.0,28972.0,317,0,6800.0,,,,,,367175.0,7238,367175.0,7238,102493.0,,,,304759.0,4987,,0
14231,14231,14231,2020-06-26,CT,4307.0,3440.0,9,867.0,10268.0,10268.0,127.0,0,,,,0,,,413162.0,,,46059.0,44086.0,65,0,,,,,57071.0,8053.0,,0,471664.0,13871,,,,,,0,471664.0,13871
14232,14232,14232,2020-06-26,DC,546.0,,3,,,,147.0,0,,48.0,,0,,,,,29.0,10185.0,,26,0,,,,,,1186.0,88123.0,1392,88123.0,1392,,,,,68668.0,2942,,0
14233,14233,14233,2020-06-26,DE,507.0,449.0,0,58.0,,,78.0,0,,,91083.0,1071,,,,,,11017.0,9972.0,37,0,,,,,13640.0,6661.0,127288.0,2234,127288.0,2234,,,,,102100.0,1108,,0
14234,14234,14234,2020-06-26,FL,3464.0,3464.0,41,,14281.0,14281.0,,213,,,1645925.0,39299,,226699.0,1943604.0,,,120611.0,,8814,0,,,9575.0,,159793.0,,1908520.0,65014,1908520.0,65014,,,236304.0,,1770081.0,48269,2107048.0,69674
14235,14235,14235,2020-06-26,GA,2770.0,,25,,10605.0,10605.0,1184.0,148,2244.0,,,0,,,,,,72995.0,72995.0,1900,0,8275.0,,,,66512.0,,,0,770552.0,13104,149086.0,,,,,-757924,770552.0,13104
14236,14236,14236,2020-06-26,GU,5.0,,0,,,,1.0,0,,,11644.0,471,,,,,,248.0,240.0,3,0,2.0,,,,,179.0,,0,11892.0,474,125.0,,,,,0,11523.0,422
14237,14237,14237,2020-06-26,HI,17.0,17.0,0,,109.0,109.0,,4,,,72155.0,1055,,,,,,850.0,,15,0,,,,,812.0,696.0,84370.0,1569,84370.0,1569,,,,,73005.0,1070,84910.0,1609
14238,14238,14238,2020-06-26,IA,704.0,,9,,,,141.0,0,,42.0,255957.0,6100,,28898.0,,,24.0,27686.0,27686.0,489,0,,,2255.0,,,17313.0,,0,283643.0,6589,,,31185.0,,284046.0,6602,,0
14239,14239,14239,2020-06-26,ID,90.0,70.0,0,20.0,303.0,303.0,48.0,3,106.0,20.0,77505.0,1611,,,,,,4865.0,4366.0,220,0,,,,,,3712.0,,0,81871.0,1811,,,,,81871.0,1811,,0
14240,14240,14240,2020-06-26,IL,7048.0,6847.0,34,201.0,,,1516.0,0,,400.0,,0,,,,,225.0,141344.0,140291.0,910,0,,,,,,,,0,1490952.0,30425,,,,,,0,1490952.0,30425
14241,14241,14241,2020-06-26,IN,2595.0,2403.0,9,192.0,6944.0,6944.0,692.0,32,1458.0,281.0,409750.0,9153,,,,,94.0,44140.0,,485,0,,,,,46080.0,,,0,581209.0,12144,,,,,453890.0,9638,581209.0,12144
14242,14242,14242,2020-06-26,KS,264.0,,3,,1128.0,1128.0,,46,356.0,,154321.0,5586,,,,152.0,,13538.0,,568,0,,,,,,,,0,167859.0,6154,,,,,167548.0,6110,,0
14243,14243,14243,2020-06-26,KY,553.0,550.0,7,3.0,2589.0,2589.0,387.0,5,996.0,74.0,,0,,,,,,14859.0,14401.0,242,0,,,,,,3730.0,,0,350296.0,7849,33340.0,,,,,0,350296.0,7849
14244,14244,14244,2020-06-26,LA,3190.0,3077.0,26,113.0,,,700.0,0,,,623237.0,15987,,,,,73.0,54769.0,54769.0,1354,0,,,,,,39792.0,,0,678006.0,17341,,,,,,0,678006.0,17341
14245,14245,14245,2020-06-26,MA,8013.0,7815.0,50,198.0,11291.0,11291.0,791.0,39,,156.0,706015.0,8396,,,,,99.0,108070.0,103071.0,233,0,,,,,136627.0,93157.0,,0,1057242.0,13231,,,68259.0,,809086.0,8545,1057242.0,13231
14246,14246,14246,2020-06-26,MD,3142.0,3015.0,13,127.0,10725.0,10725.0,487.0,42,,190.0,440282.0,7100,,,,,,66115.0,66115.0,338,0,,,,,76821.0,4903.0,,0,607823.0,9914,,,,,506397.0,7438,607823.0,9914
14247,14247,14247,2020-06-26,ME,103.0,102.0,0,1.0,343.0,343.0,28.0,0,,9.0,,0,6799.0,,,,6.0,3102.0,2758.0,32,0,316.0,,,,3454.0,2542.0,,0,89755.0,2211,7123.0,,,,,0,89755.0,2211
14248,14248,14248,2020-06-26,MI,6134.0,5888.0,1,246.0,,,557.0,0,,193.0,,0,,,912377.0,,106.0,69329.0,62695.0,340,0,,,,,86113.0,49290.0,,0,998490.0,19072,151973.0,,,,,0,998490.0,19072
14249,14249,14249,2020-06-26,MN,1446.0,1411.0,5,35.0,3966.0,3966.0,335.0,23,1221.0,157.0,522662.0,14089,,,,,,34616.0,34616.0,493,0,,,,,,30008.0,557278.0,14582,557278.0,14582,,,,,,0,,0
14250,14250,14250,2020-06-26,MO,990.0,,8,,,,600.0,0,,,328704.0,6477,,39315.0,399926.0,,66.0,19914.0,19914.0,493,0,,,1497.0,,23527.0,,,0,424214.0,41604,,,40812.0,,348618.0,6970,424214.0,41604
14251,14251,14251,2020-06-26,MP,2.0,,0,,,,,0,,,8187.0,0,,,,,,30.0,30.0,0,0,,,,,,19.0,,0,8217.0,0,,,,,,0,8217.0,0
14252,14252,14252,2020-06-26,MS,1022.0,1005.0,6,17.0,3044.0,3044.0,769.0,46,,153.0,246828.0,5347,,,,,90.0,25066.0,24906.0,550,0,,,,,,17242.0,,0,271894.0,5897,11389.0,,,,,0,271734.0,5895
14253,14253,14253,2020-06-26,MT,22.0,,1,,95.0,95.0,14.0,2,,,,0,,,,,,829.0,,26,0,,,,,,589.0,,0,80161.0,1829,,,,,,0,80161.0,1829
14254,14254,14254,2020-06-26,NC,1303.0,1303.0,19,,,,892.0,0,,,,0,,,,,,58818.0,58818.0,1635,0,,,,,,,,0,803556.0,21238,,,,,,0,803556.0,21238
14255,14255,14255,2020-06-26,ND,87.0,,0,,222.0,222.0,23.0,0,,,97465.0,1414,4637.0,,,,,3416.0,3416.0,28,0,182.0,,,,,3090.0,166289.0,4343,166289.0,4343,4819.0,,,,98527.0,1424,169814.0,4415
14256,14256,14256,2020-06-26,NE,260.0,,3,,1294.0,1294.0,126.0,26,,,146656.0,1707,,,178893.0,,,18346.0,,125,0,,,,,22221.0,12314.0,,0,201697.0,2410,,,,,165195.0,1827,201697.0,2410
14257,14257,14257,2020-06-26,NH,365.0,,8,,561.0,561.0,32.0,1,161.0,,109097.0,1469,,,,,,5671.0,,33,0,,,,,,4381.0,,0,141945.0,2509,21049.0,,18518.0,,114768.0,1502,141945.0,2509
14258,14258,14258,2020-06-26,NJ,14819.0,13060.0,43,1759.0,19752.0,19752.0,1118.0,84,,234.0,1176088.0,25374,,,,,206.0,171449.0,170584.0,419,0,,,,,,,,0,1347537.0,25793,,,,,,0,1346672.0,25762
14259,14259,14259,2020-06-26,NM,489.0,,4,,1828.0,1828.0,128.0,17,,,,0,,,,,,11408.0,,216,0,,,,,,5149.0,,0,320638.0,5968,,,,,,0,320638.0,5968
14260,14260,14260,2020-06-26,NV,498.0,,3,,,,471.0,0,,118.0,243422.0,2731,,,,,59.0,15860.0,15860.0,381,0,,,,,,,320472.0,8523,320472.0,8523,,,,,257931.0,3057,297635.0,3782
14261,14261,14261,2020-06-26,NY,24814.0,,14,,,,951.0,0,,244.0,,0,,,,,167.0,391220.0,,805,0,,,,,,,3681317.0,61723,3681317.0,61723,,,,,,0,,0
14262,14262,14262,2020-06-26,OH,2788.0,2545.0,16,243.0,7570.0,7570.0,624.0,68,1904.0,205.0,,0,,,,,116.0,48638.0,45172.0,987,0,,,,,52960.0,,,0,752458.0,21386,,,,,,0,752458.0,21386
14263,14263,14263,2020-06-26,OK,377.0,,2,,1393.0,1393.0,308.0,57,,126.0,298434.0,5417,,,298434.0,,,12343.0,12343.0,395,0,1058.0,,,,13338.0,8817.0,,0,310777.0,5812,30021.0,,,,,0,312454.0,5738
14264,14264,14264,2020-06-26,OR,197.0,,2,,1012.0,1012.0,189.0,6,,60.0,209050.0,2486,,,309548.0,,29.0,7568.0,,124,0,,,,,16689.0,2649.0,,0,326237.0,2584,,,,,216344.0,2595,326237.0,2584
14265,14265,14265,2020-06-26,PA,6579.0,,22,,,,661.0,0,,,634711.0,13680,,,,,131.0,84370.0,81956.0,600,0,,,,,,65808.0,865517.0,19804,865517.0,19804,,,,,716667.0,14262,,0
14266,14266,14266,2020-06-26,PR,151.0,57.0,0,94.0,,,89.0,0,,9.0,113280.0,0,,,112331.0,,7.0,1583.0,1583.0,4,0,5339.0,,,,2326.0,,,0,114863.0,4,,,,,,0,114723.0,0
14267,14267,14267,2020-06-26,RI,927.0,,7,,1984.0,1984.0,91.0,3,,16.0,133102.0,1314,,,217368.0,,15.0,16777.0,,69,0,,,,,23877.0,,244091.0,2971,244091.0,2971,,,,,149879.0,1383,241245.0,2458
14268,14268,14268,2020-06-26,SC,694.0,692.0,1,2.0,2622.0,2622.0,906.0,245,,,304336.0,0,33536.0,,296525.0,,,30335.0,30263.0,1313,0,1706.0,,,,37673.0,13456.0,,0,334671.0,1313,35242.0,,,,,0,334198.0,0
14269,14269,14269,2020-06-26,SD,88.0,,1,,639.0,639.0,79.0,7,,,70480.0,1105,,,,,,6535.0,,56,0,,,,,9931.0,5652.0,,0,87762.0,1239,,,,,77015.0,1161,87762.0,1239
14270,14270,14270,2020-06-26,TN,577.0,552.0,10,25.0,2498.0,2498.0,741.0,67,,,,0,,,696003.0,,,39444.0,39149.0,1410,0,,,,,45734.0,25753.0,,0,741737.0,14469,,,,,,0,741737.0,14469
14271,14271,14271,2020-06-26,TX,2324.0,,28,,,,5102.0,0,,1727.0,,0,,,,,,137624.0,137624.0,5707,0,6871.0,1542.0,,,221863.0,76282.0,,0,2161616.0,77860,177863.0,8490.0,,,,0,2161616.0,77860
14272,14272,14272,2020-06-26,UT,166.0,,2,,1321.0,1321.0,238.0,31,375.0,80.0,308524.0,4488,,,360392.0,161.0,,20050.0,,676,0,,26.0,,25.0,23047.0,11097.0,,0,383439.0,6208,,145.0,,128.0,329298.0,5059,383439.0,6208
14273,14273,14273,2020-06-26,VA,1700.0,1596.0,25,104.0,6071.0,6071.0,854.0,76,,219.0,,0,,,,,99.0,60570.0,57977.0,624,0,4158.0,127.0,,,71867.0,,615504.0,11693,615504.0,11693,73574.0,224.0,,,,0,,0
14274,14274,14274,2020-06-26,VI,6.0,,0,,,,,0,,,2705.0,51,,,,,,81.0,,1,0,,,,,,67.0,,0,2786.0,52,,,,,2798.0,43,,0
14275,14275,14275,2020-06-26,VT,56.0,56.0,0,,,,14.0,0,,,58594.0,881,,,,,,1199.0,1199.0,7,0,,,,,,941.0,,0,71531.0,1453,,,,,59793.0,888,71531.0,1453
14276,14276,14276,2020-06-26,WA,1300.0,1300.0,7,,4106.0,4106.0,372.0,13,,,,0,,,,,49.0,32634.0,32632.0,676,0,,,,,,,630907.0,13587,630907.0,13587,,,,,505795.0,10297,,0
